client_id,gender,age,region,income_monthly,profession,client_type,marital_status,has_children,years_with_bank,education_level,preferred_channel
C000035,M,19,Yekaterinburg,68042.06856872945,Student,Retail,Married,1,8,Bachelor,Website
C000036,M,52,Yekaterinburg,142848.4860278698,Doctor,Retail,Single,0,3,Secondary,Website
C000037,M,56,Kazan,130142.5569719532,Driver,Retail,Single,1,11,Bachelor,Mobile App
C000038,F,64,Moscow,124244.1693532557,Engineer,Retail,Divorced,0,2,Bachelor,Mobile App
C000039,F,19,Saint Petersburg,20000.0,Teacher,Retail,Single,0,4,Master,Mobile App
C000040,F,37,Saint Petersburg,49864.50690787707,Teacher,Retail,Single,0,8,Bachelor,Website
C000041,F,32,Novosibirsk,150441.89435158894,Pensioner,Retail,Single,0,7,Bachelor,Website
C000042,M,59,Krasnodar,121267.09716365233,Pensioner,Retail,Single,1,3,Bachelor,Mobile App
C000043,M,64,Saint Petersburg,134106.1195530495,Pensioner,Retail,Single,0,7,Secondary,Mobile App
C000044,M,19,Moscow,102192.11744651999,Accountant,Retail,Single,0,5,Secondary,Mobile App
C000045,F,36,Moscow,27528.561968414157,Driver,Retail,Married,1,4,PhD,Mobile App
C000046,M,35,Krasnodar,157606.02725684186,Salesperson,Retail,Single,0,4,Secondary,Mobile App
C000047,F,27,Krasnodar,70571.62195473506,Student,Retail,Married,0,5,Master,Mobile App
C000048,F,32,Saint Petersburg,38744.17368442523,IT Specialist,Retail,Married,0,3,Secondary,Website
C000049,F,71,Novosibirsk,76329.63504378092,Student,Retail,Married,0,14,Bachelor,Mobile App
C000050,F,67,Yekaterinburg,180335.72489290373,Engineer,Retail,Married,0,5,Bachelor,Call Center
C000051,M,63,Moscow,149046.86156909648,IT Specialist,Retail,Single,1,12,Secondary,Mobile App
C000052,F,39,Novosibirsk,91121.04971441801,Manager,Retail,Single,0,5,Bachelor,Website
C000053,F,66,Novosibirsk,45091.335085141254,Engineer,Retail,Married,1,14,PhD,Mobile App
C000054,F,36,Moscow,93062.02469656602,Student,Retail,Single,0,5,Secondary,Mobile App
C000055,M,29,Sochi,112387.12367855741,IT Specialist,Business,Single,0,14,Bachelor,Call Center
C000056,M,23,Novosibirsk,51326.20842824062,Doctor,Retail,Single,0,14,PhD,Mobile App
C000057,M,73,Vladivostok,87007.79416488473,Student,Retail,Single,0,12,Secondary,Website
C000058,F,70,Rostov-on-Don,20000.0,Salesperson,Retail,Married,0,2,Bachelor,Mobile App
C000059,F,51,Kazan,104367.44357209268,IT Specialist,Retail,Single,0,2,Master,Website
C000060,F,37,Vladivostok,61928.73839895372,Teacher,Retail,Divorced,1,13,Secondary,Mobile App
C000061,F,50,Moscow,78958.69995431989,Pensioner,Retail,Single,0,8,Bachelor,Branch
C000062,F,37,Novosibirsk,92989.06722911212,IT Specialist,Retail,Married,1,10,PhD,Mobile App
C000063,F,31,Vladivostok,122177.37058813582,Student,Retail,Single,1,13,Bachelor,Mobile App
C000064,F,26,Rostov-on-Don,104062.05445946645,IT Specialist,Retail,Single,0,11,Secondary,Mobile App
C000065,F,64,Novosibirsk,61834.47644075213,Manager,Retail,Divorced,1,2,Master,Mobile App
C000066,M,54,Yekaterinburg,98717.20541440169,Doctor,Premium,Married,1,7,Secondary,Mobile App
C000067,F,43,Rostov-on-Don,71946.52824173028,Teacher,Premium,Married,1,13,Bachelor,Call Center
C000068,M,31,Novosibirsk,20000.0,Manager,Retail,Married,1,3,Master,Call Center
C000069,M,20,Novosibirsk,176586.0694128499,Teacher,Retail,Single,1,2,Secondary,Mobile App
C000070,F,42,Novosibirsk,70422.4265147523,Accountant,Retail,Widowed,0,2,Secondary,Website
C000071,M,51,Moscow,110601.72127862411,Pensioner,Retail,Married,0,6,Bachelor,Mobile App
C000072,F,36,Saint Petersburg,49378.92279953199,Driver,Business,Single,0,11,Bachelor,Mobile App
C000073,F,65,Kazan,53766.255515234436,Engineer,Retail,Married,0,14,Master,Branch
C000074,F,28,Saint Petersburg,155502.57963271806,Salesperson,Premium,Married,0,10,Bachelor,Mobile App
C000075,M,30,Yekaterinburg,77216.41038420392,Engineer,Retail,Married,0,6,Bachelor,Mobile App
C000076,F,68,Moscow,60603.26385251616,Salesperson,Retail,Single,1,9,Bachelor,Branch
C000077,F,74,Vladivostok,86034.42935601309,Accountant,Retail,Divorced,1,10,Secondary,Website
C000078,M,52,Yekaterinburg,37444.7455586311,Manager,Retail,Married,1,0,Secondary,Mobile App
C000079,M,45,Moscow,116111.60253692909,IT Specialist,Retail,Married,1,14,Secondary,Website
C000080,F,74,Saint Petersburg,85503.69157344017,Pensioner,Retail,Single,0,6,Secondary,Mobile App
C000081,M,25,Yekaterinburg,62259.797987884835,Doctor,Premium,Married,0,14,Bachelor,Branch
C000082,F,37,Vladivostok,74351.82944929854,Teacher,Retail,Married,0,7,Secondary,Mobile App
C000083,F,53,Saint Petersburg,106255.94364606823,Salesperson,Retail,Married,0,13,Bachelor,Mobile App
C000084,M,67,Saint Petersburg,73603.92713203817,IT Specialist,Retail,Married,1,1,Bachelor,Branch
C000085,F,70,Saint Petersburg,86789.46376525385,Teacher,Retail,Single,1,11,Master,Mobile App
C000086,F,66,Krasnodar,60904.94537427151,Pensioner,Retail,Widowed,0,1,Secondary,Branch
C000087,M,36,Sochi,119497.4272227412,Accountant,Retail,Married,0,3,Secondary,Mobile App
C000088,M,69,Moscow,124607.25461538711,Salesperson,Retail,Widowed,0,1,Secondary,Mobile App
C000089,M,67,Kazan,23122.265189974452,Manager,Retail,Single,0,5,Secondary,Mobile App
C000090,M,32,Moscow,62917.19893168392,Engineer,Premium,Single,1,4,Secondary,Mobile App
C000091,F,56,Moscow,51981.20377797611,Manager,Retail,Married,1,7,Bachelor,Website
C000092,F,31,Moscow,116371.57043812516,IT Specialist,Retail,Single,0,0,Secondary,Branch
C000093,M,26,Saint Petersburg,110063.9653719531,Accountant,Retail,Married,0,8,Secondary,Mobile App
C000094,F,64,Sochi,89529.23258609539,Salesperson,Retail,Married,0,2,PhD,Mobile App
C000095,F,50,Moscow,104784.12031074439,Doctor,Premium,Married,0,4,Master,Mobile App
C000096,F,72,Moscow,89720.1471854362,Salesperson,Retail,Married,0,2,PhD,Mobile App
C000097,M,44,Vladivostok,89523.30585223444,Driver,Premium,Married,1,5,Secondary,Mobile App
C000098,M,29,Moscow,110057.56960837985,Student,Retail,Single,0,13,Master,Mobile App
C000099,M,74,Yekaterinburg,24268.96819413913,Teacher,Premium,Married,1,8,Bachelor,Mobile App
C000100,M,35,Moscow,128771.89487620901,Driver,Retail,Widowed,0,3,Secondary,Website
C000101,F,45,Moscow,85134.86663825957,Driver,Retail,Married,0,4,Bachelor,Mobile App
C000102,F,56,Moscow,20000.0,IT Specialist,Retail,Single,0,10,Secondary,Website
C000103,M,39,Rostov-on-Don,37646.63172042801,Manager,Retail,Married,0,14,Secondary,Call Center
C000104,M,54,Moscow,102782.94019766709,Accountant,Retail,Married,0,5,Secondary,Mobile App
C000105,M,19,Krasnodar,49176.018890835105,IT Specialist,Retail,Divorced,1,13,Bachelor,Branch
C000106,F,31,Novosibirsk,54774.01939894919,Engineer,Premium,Single,0,2,Bachelor,Branch
C000107,F,35,Saint Petersburg,78472.75224208643,Engineer,Premium,Single,1,5,Bachelor,Mobile App
C000108,F,58,Rostov-on-Don,69865.36570674405,IT Specialist,Retail,Single,0,7,Secondary,Branch
C000109,F,46,Novosibirsk,111594.2333974003,Engineer,Retail,Married,0,11,Bachelor,Mobile App
C000110,M,72,Krasnodar,160116.42087848633,IT Specialist,Retail,Single,0,1,Master,Website
C000111,M,61,Krasnodar,73979.060290183,Student,Retail,Married,0,13,Bachelor,Mobile App
C000112,M,22,Novosibirsk,68743.72792536783,Teacher,Retail,Married,0,10,Bachelor,Branch
C000113,M,72,Krasnodar,62809.83063660782,Driver,Retail,Single,0,3,Master,Mobile App
C000114,F,71,Krasnodar,121337.11806172424,Student,Retail,Single,0,0,Bachelor,Mobile App
C000115,M,54,Novosibirsk,78263.32734624953,Driver,Premium,Single,0,1,Bachelor,Mobile App
C000116,F,63,Novosibirsk,49962.4244862298,IT Specialist,Retail,Married,0,3,Bachelor,Website
C000117,F,33,Yekaterinburg,133329.96113461233,Engineer,Business,Single,1,13,Bachelor,Website
C000118,F,68,Saint Petersburg,87847.23516584194,IT Specialist,Retail,Married,1,0,Bachelor,Branch
C000119,M,25,Yekaterinburg,120803.58657781049,Accountant,Retail,Single,1,1,Secondary,Mobile App
C000120,F,31,Moscow,94317.30219462836,Student,Retail,Single,0,14,Master,Mobile App
C000121,F,74,Krasnodar,80198.88030083154,Driver,Retail,Married,0,12,Master,Call Center
C000122,M,73,Moscow,108559.95367168648,Engineer,Retail,Married,0,2,Bachelor,Website
C000123,M,36,Novosibirsk,114205.4707602186,Engineer,Retail,Single,0,12,Secondary,Website
C000124,F,37,Krasnodar,42478.0632655338,IT Specialist,Retail,Married,0,7,Master,Mobile App
C000125,F,62,Saint Petersburg,148984.30207816692,IT Specialist,Retail,Married,1,4,Secondary,Mobile App
C000126,F,53,Moscow,120419.68404332615,Pensioner,Retail,Single,1,3,Bachelor,Mobile App
C000127,M,50,Moscow,112662.88587540301,IT Specialist,Retail,Single,0,11,Bachelor,Mobile App
C000128,F,46,Moscow,94783.56482417828,Accountant,Retail,Single,0,0,Master,Mobile App
C000129,F,63,Vladivostok,96146.69546976758,IT Specialist,Retail,Married,1,9,Bachelor,Call Center
C000130,M,39,Krasnodar,110130.88025750552,Accountant,Retail,Married,0,0,Bachelor,Branch
C000131,F,51,Krasnodar,79406.6486447098,Salesperson,Retail,Single,0,14,Secondary,Website
C000132,M,44,Krasnodar,97823.44703463308,Doctor,Retail,Divorced,1,0,Bachelor,Mobile App
C000133,F,41,Krasnodar,70569.222534392,Manager,Premium,Married,1,10,Secondary,Mobile App
C000134,F,20,Moscow,104684.00476245687,Pensioner,Retail,Divorced,0,3,Master,Mobile App
C000135,F,36,Novosibirsk,167805.7676363857,Salesperson,Retail,Married,0,3,Bachelor,Mobile App
C000136,M,41,Moscow,132659.91382392228,Pensioner,Retail,Single,1,1,Bachelor,Mobile App
C000137,M,64,Novosibirsk,61917.03627682816,Student,Retail,Divorced,1,4,Master,Website
C000138,M,21,Yekaterinburg,95623.9535688668,Manager,Retail,Married,0,2,Secondary,Mobile App
C000139,F,38,Saint Petersburg,57845.48722232407,Driver,Retail,Single,1,8,Master,Website
C000140,F,30,Moscow,99210.3700072716,Teacher,Premium,Single,0,2,Bachelor,Website
C000141,M,62,Novosibirsk,32977.50655690921,Engineer,Retail,Single,0,0,Master,Mobile App
C000142,M,22,Moscow,157090.84800489104,Accountant,Retail,Single,1,11,PhD,Mobile App
C000143,F,44,Krasnodar,30960.723673378896,IT Specialist,Retail,Single,1,12,Secondary,Mobile App
C000144,F,70,Saint Petersburg,89804.48845152294,Salesperson,Retail,Single,0,1,Master,Branch
C000145,F,40,Moscow,64436.7308910797,Accountant,Retail,Married,1,10,Bachelor,Mobile App
C000146,F,62,Moscow,100920.47245955048,Driver,Retail,Single,1,13,Master,Mobile App
C000147,F,38,Krasnodar,66329.05124762148,Pensioner,Retail,Single,0,9,Bachelor,Mobile App
C000148,M,52,Novosibirsk,72124.64733545556,Salesperson,Retail,Married,1,5,Bachelor,Mobile App
C000149,F,38,Kazan,89444.6345893125,Student,Retail,Married,1,6,Bachelor,Branch
C000150,F,31,Moscow,196435.91189099307,Manager,Retail,Married,1,0,Bachelor,Branch
C000151,M,67,Saint Petersburg,131517.11894233077,IT Specialist,Premium,Married,0,3,Master,Website
C000152,F,54,Moscow,75638.80553349148,Accountant,Retail,Married,1,4,Secondary,Mobile App
C000153,M,34,Novosibirsk,80911.62759174417,Pensioner,Premium,Single,0,1,Bachelor,Website
C000154,M,59,Saint Petersburg,135784.95804836287,Doctor,Retail,Divorced,0,7,Bachelor,Mobile App
C000155,F,69,Saint Petersburg,26827.2687571855,Doctor,Retail,Single,1,3,Bachelor,Branch
C000156,M,41,Moscow,145329.35933896957,IT Specialist,Retail,Single,0,0,Bachelor,Website
C000157,F,63,Rostov-on-Don,94471.8907026074,IT Specialist,Retail,Single,1,7,Bachelor,Mobile App
C000158,F,64,Krasnodar,105490.24264214258,Engineer,Retail,Married,0,9,Secondary,Mobile App
C000159,F,53,Rostov-on-Don,110591.51751150846,Driver,Retail,Married,0,13,Master,Mobile App
C000160,M,31,Moscow,20000.0,Doctor,Retail,Married,0,13,Secondary,Branch
C000161,M,42,Sochi,76639.38039321802,Manager,Retail,Married,1,11,Secondary,Mobile App
C000162,F,26,Novosibirsk,82422.54787154266,Student,Retail,Married,0,6,Bachelor,Mobile App
C000163,F,61,Kazan,106996.49182513777,Doctor,Retail,Married,0,2,PhD,Call Center
C000164,M,31,Yekaterinburg,83404.47209281106,Doctor,Retail,Married,0,12,Bachelor,Call Center
C000165,F,53,Moscow,147876.8929454215,Pensioner,Retail,Married,0,2,Secondary,Call Center
C000166,F,20,Moscow,57811.86514144695,IT Specialist,Retail,Single,0,13,Bachelor,Mobile App
C000167,M,71,Moscow,66729.46903802869,Salesperson,Retail,Single,0,8,PhD,Website
C000168,F,53,Moscow,132097.46052800686,Manager,Premium,Married,0,6,Bachelor,Mobile App
C000169,F,39,Moscow,66534.67624860207,Accountant,Premium,Single,0,12,Master,Branch
C000170,F,48,Yekaterinburg,103404.72705996592,Engineer,Retail,Divorced,1,14,Secondary,Website
C000171,F,22,Krasnodar,114764.04417081803,Engineer,Retail,Married,0,11,Secondary,Mobile App
C000172,M,21,Vladivostok,142008.82311734077,Pensioner,Premium,Widowed,0,14,Master,Mobile App
C000173,F,47,Saint Petersburg,58785.14447288131,Salesperson,Premium,Married,1,8,Secondary,Branch
C000174,F,20,Kazan,38975.54246944269,Doctor,Premium,Married,0,0,Bachelor,Mobile App
C000175,F,42,Kazan,95792.63988171663,Student,Retail,Married,0,8,Master,Website
C000176,M,23,Novosibirsk,71004.13997899843,IT Specialist,Retail,Married,0,5,Secondary,Mobile App
C000177,M,62,Moscow,92438.41415495545,Student,Premium,Married,1,10,Bachelor,Mobile App
C000178,M,52,Rostov-on-Don,65062.99677594291,Engineer,Retail,Divorced,1,2,Bachelor,Branch
C000179,M,71,Moscow,134095.36759043785,Engineer,Retail,Married,1,7,Bachelor,Mobile App
C000180,M,48,Krasnodar,92588.29481759941,Student,Premium,Married,1,2,Secondary,Mobile App
C000181,F,25,Rostov-on-Don,20000.0,IT Specialist,Retail,Married,0,8,Bachelor,Website
C000182,M,34,Krasnodar,63775.537240511054,Salesperson,Premium,Single,0,11,Bachelor,Mobile App
C000183,M,52,Kazan,90650.12542614508,Manager,Retail,Married,1,12,Master,Branch
C000184,F,33,Saint Petersburg,101473.57432784665,Salesperson,Retail,Single,1,10,Secondary,Call Center
C000185,F,34,Moscow,82169.66815481978,Pensioner,Retail,Single,1,3,Secondary,Mobile App
C000186,F,53,Moscow,132704.89132291765,Salesperson,Retail,Single,0,12,Bachelor,Mobile App
C000187,M,64,Novosibirsk,118982.57668770505,Driver,Retail,Married,0,11,Bachelor,Branch
C000188,F,58,Saint Petersburg,76209.03498269885,Salesperson,Retail,Single,0,1,Bachelor,Mobile App
C000189,F,53,Krasnodar,140552.53637496624,Pensioner,Retail,Married,0,10,Bachelor,Website
C000190,F,46,Krasnodar,84868.32623286406,Accountant,Retail,Divorced,0,7,Master,Mobile App
C000191,M,59,Novosibirsk,108526.7032192861,IT Specialist,Retail,Married,1,9,Bachelor,Branch
C000192,F,33,Saint Petersburg,63951.71686752779,Student,Premium,Married,0,5,Bachelor,Mobile App
C000193,M,26,Krasnodar,138058.51488351024,IT Specialist,Retail,Married,1,6,Master,Branch
C000194,F,22,Novosibirsk,45845.324459132615,Salesperson,Retail,Married,0,5,Secondary,Call Center
C000195,M,26,Moscow,66706.83418743902,Student,Premium,Single,0,13,Bachelor,Call Center
C000196,F,42,Kazan,62488.80701180131,Student,Retail,Married,1,14,Secondary,Mobile App
C000197,M,52,Moscow,86708.75580737187,Student,Retail,Married,0,7,Master,Branch
C000198,F,28,Moscow,80602.85131950765,Engineer,Retail,Divorced,1,10,Secondary,Website
C000199,F,72,Moscow,147091.04427976237,Teacher,Premium,Married,0,6,Master,Branch
C000200,M,26,Saint Petersburg,32865.101954379315,Teacher,Premium,Married,1,6,Bachelor,Mobile App
C000201,F,41,Novosibirsk,138339.5096213919,Doctor,Retail,Single,1,5,Bachelor,Mobile App
C000202,M,26,Novosibirsk,131872.01289546536,Manager,Retail,Married,0,7,Master,Website
C000203,F,64,Novosibirsk,36924.46446025891,IT Specialist,Business,Married,0,12,Bachelor,Website
C000204,F,30,Krasnodar,155359.20097549562,Accountant,Retail,Married,1,13,Secondary,Branch
C000205,F,67,Saint Petersburg,51876.567133592245,Teacher,Retail,Single,0,5,Bachelor,Call Center
C000206,F,56,Vladivostok,126333.92845889393,Teacher,Retail,Single,1,10,PhD,Branch
C000207,M,39,Kazan,96137.73336785994,Engineer,Retail,Married,0,4,Master,Mobile App
C000208,F,40,Sochi,124040.03939048073,Doctor,Retail,Married,0,2,Bachelor,Mobile App
C000209,F,53,Kazan,124358.22940926514,Salesperson,Retail,Single,0,9,Master,Branch
C000210,M,50,Moscow,120037.90374590902,Pensioner,Retail,Married,1,3,Secondary,Website
C000211,F,58,Kazan,83989.31281383874,Student,Retail,Single,0,14,Bachelor,Mobile App
C000212,F,25,Moscow,131143.35807000473,Accountant,Premium,Single,0,7,Bachelor,Mobile App
C000213,M,50,Saint Petersburg,122903.56291094878,Teacher,Retail,Single,0,0,Master,Mobile App
C000214,F,49,Moscow,119197.96619556774,Manager,Retail,Married,0,2,Bachelor,Mobile App
C000215,M,71,Saint Petersburg,75931.02488628266,Doctor,Retail,Married,0,13,Master,Mobile App
C000216,F,52,Saint Petersburg,20000.0,Engineer,Retail,Married,0,1,Secondary,Call Center
C000217,M,50,Moscow,82541.57576192825,Student,Retail,Married,0,14,Secondary,Mobile App
C000218,M,28,Moscow,48461.7620761579,Salesperson,Retail,Married,0,8,Secondary,Mobile App
C000219,F,65,Novosibirsk,87283.16708573299,Doctor,Retail,Single,1,2,PhD,Mobile App
C000220,M,53,Novosibirsk,123937.17287502193,Doctor,Retail,Married,1,3,Secondary,Website
C000221,M,35,Moscow,135453.4477504482,IT Specialist,Retail,Single,1,14,Bachelor,Website
C000222,F,47,Saint Petersburg,132110.4951135938,Pensioner,Retail,Married,1,8,PhD,Mobile App
C000223,M,59,Rostov-on-Don,132400.97835187567,IT Specialist,Premium,Married,1,8,Bachelor,Mobile App
C000224,F,31,Yekaterinburg,74817.21156624603,Teacher,Retail,Married,1,11,Bachelor,Mobile App
C000225,F,34,Moscow,48817.48662538843,Student,Retail,Single,1,7,Master,Mobile App
C000226,M,51,Vladivostok,47503.25098255475,Accountant,Retail,Single,0,11,Secondary,Website
C000227,F,64,Moscow,61109.70887905055,Accountant,Retail,Married,1,7,Secondary,Mobile App
C000228,F,37,Moscow,105429.94204221002,Manager,Retail,Single,1,12,Secondary,Call Center
C000229,M,57,Kazan,108491.8171930948,Salesperson,Retail,Single,0,11,Master,Website
C000230,M,71,Krasnodar,111145.44612303583,Manager,Retail,Married,0,2,Bachelor,Website
C000231,M,42,Saint Petersburg,61238.67340286006,Engineer,Retail,Married,0,10,Bachelor,Mobile App
C000232,M,21,Novosibirsk,159941.486695652,Accountant,Retail,Single,1,8,Bachelor,Mobile App
C000233,M,25,Moscow,39796.65830082044,Student,Retail,Single,1,4,Secondary,Mobile App
C000234,F,30,Yekaterinburg,53755.50276247264,Salesperson,Retail,Single,1,10,Secondary,Mobile App
C000235,F,63,Kazan,64812.525562003764,Accountant,Retail,Single,0,1,Secondary,Mobile App
C000236,M,18,Moscow,103121.19918182692,IT Specialist,Retail,Single,1,12,Secondary,Website
C000237,M,65,Novosibirsk,107421.02545768127,Student,Retail,Divorced,0,4,Master,Call Center
C000238,F,30,Saint Petersburg,92111.17132433956,Doctor,Premium,Married,1,7,Master,Mobile App
C000239,F,70,Krasnodar,46732.57578087064,Pensioner,Retail,Married,0,5,Secondary,Branch
C000240,F,67,Novosibirsk,80204.75016860488,Engineer,Retail,Married,1,4,Bachelor,Mobile App
C000241,M,72,Moscow,134233.17999803432,Accountant,Retail,Married,0,6,Bachelor,Call Center
C000242,F,25,Novosibirsk,98650.72972284452,Doctor,Retail,Married,1,8,Bachelor,Mobile App
C000243,F,69,Yekaterinburg,38119.5168546948,Student,Business,Single,0,2,Master,Mobile App
C000244,M,29,Krasnodar,46283.5249798215,Teacher,Retail,Divorced,1,12,PhD,Mobile App
C000245,M,60,Kazan,81027.6331683104,Pensioner,Retail,Married,1,0,PhD,Mobile App
C000246,F,72,Novosibirsk,118253.74596317284,Student,Retail,Married,0,7,Bachelor,Website
C000247,F,72,Moscow,63707.21999473039,IT Specialist,Retail,Married,0,10,Secondary,Mobile App
C000248,M,41,Novosibirsk,135141.04813201414,Student,Premium,Single,0,6,Master,Mobile App
C000249,F,21,Moscow,97119.09738997277,Driver,Retail,Single,0,11,Secondary,Call Center
C000250,F,64,Moscow,79537.31443784347,Accountant,Retail,Single,0,14,Secondary,Website
C000251,M,40,Novosibirsk,98323.6448299016,Engineer,Retail,Single,1,8,Bachelor,Branch
C000252,M,44,Saint Petersburg,53647.572098687786,Manager,Retail,Widowed,0,6,Master,Branch
C000253,F,51,Kazan,41797.12399595299,Engineer,Retail,Married,1,4,Bachelor,Website
C000254,M,61,Saint Petersburg,116662.15036421713,Engineer,Retail,Widowed,0,9,Bachelor,Mobile App
C000255,M,19,Krasnodar,120638.42841081857,Teacher,Retail,Married,1,8,Master,Website
C000256,F,62,Moscow,45316.2938374145,Student,Retail,Married,0,2,Bachelor,Mobile App
C000257,F,26,Saint Petersburg,73300.8979408033,Teacher,Retail,Married,0,8,Bachelor,Mobile App
C000258,F,22,Moscow,54126.5629096586,IT Specialist,Retail,Married,1,1,Bachelor,Mobile App
C000259,M,34,Kazan,70058.25381140034,Salesperson,Retail,Married,0,13,Bachelor,Mobile App
C000260,M,28,Yekaterinburg,98233.15284045761,IT Specialist,Business,Single,0,5,Bachelor,Branch
C000261,F,66,Rostov-on-Don,102516.79702417538,Salesperson,Retail,Married,0,0,Bachelor,Mobile App
C000262,M,65,Moscow,154019.4650019018,Engineer,Retail,Single,0,11,Master,Branch
C000263,F,53,Moscow,61629.496604266154,Driver,Retail,Married,1,0,Secondary,Branch
C000264,M,67,Rostov-on-Don,118912.10907643745,Accountant,Retail,Divorced,0,8,Bachelor,Website
C000265,M,70,Saint Petersburg,112791.82905328143,Student,Retail,Divorced,0,12,Secondary,Branch
C000266,M,37,Kazan,37964.227230018085,Manager,Retail,Single,1,7,Secondary,Mobile App
C000267,M,56,Saint Petersburg,178886.7568832194,Engineer,Retail,Married,0,5,Secondary,Mobile App
C000268,M,60,Moscow,41089.2833619602,Engineer,Premium,Married,1,7,Master,Mobile App
C000269,M,64,Moscow,102735.1781746751,Salesperson,Retail,Divorced,0,10,Secondary,Branch
C000270,F,31,Saint Petersburg,72411.1637222245,Driver,Retail,Married,1,6,Secondary,Call Center
C000271,M,60,Novosibirsk,44554.99989168519,Doctor,Retail,Married,0,9,Secondary,Website
C000272,M,72,Rostov-on-Don,138268.29028457357,Student,Business,Married,0,7,Master,Website
C000273,M,74,Moscow,113546.1594307611,Teacher,Retail,Divorced,1,11,Secondary,Mobile App
C000274,M,31,Moscow,120521.14153610698,Doctor,Retail,Married,0,12,Bachelor,Mobile App
C000275,F,29,Krasnodar,71211.59362774916,Engineer,Premium,Married,1,11,Bachelor,Mobile App
C000276,M,72,Moscow,140302.1401700156,Salesperson,Retail,Married,1,7,Secondary,Mobile App
C000277,F,29,Yekaterinburg,103759.8674688068,Doctor,Retail,Married,1,3,Bachelor,Website
C000278,M,26,Moscow,50931.366500531185,Student,Premium,Divorced,0,12,Bachelor,Mobile App
C000279,F,21,Yekaterinburg,78767.52311390046,Driver,Retail,Single,0,6,Bachelor,Call Center
C000280,M,20,Moscow,88336.43523539962,Accountant,Business,Single,0,10,Master,Website
C000281,F,63,Novosibirsk,114259.0064185581,Accountant,Retail,Married,0,9,Secondary,Mobile App
C000282,M,55,Moscow,216872.359799734,Student,Premium,Single,0,11,Master,Mobile App
C000283,M,19,Krasnodar,167352.9576585482,Engineer,Retail,Single,0,4,Secondary,Mobile App
